score,nscore,pscore,obscore,synset,text
1,0,0.649350649,0.350649351, well.r.01 time.v.05 eat.v.04 dinner.n.02,I'm having a good time eating my dinner. 
1,0.576923077,0.164835165,0.258241758, shooting.n.01 ultimate.s.02 topographic_point.n.01 two.n.01 boron.n.01 belly_laugh.n.02 traumatize.v.01,"Shootings at the Ultimate Place 2 B?! Wow, I'm shocked. "
1,0,0,1, nice.n.01 know.v.04 first_gear.n.01,Nice to know that I'm first. 
1,0,0,1, bore.v.02 cold.s.12 playfulness.n.02,#bored and #cold #fun 
1,0,0,1, ohio.n.01 son.n.01 love.v.01 computer.n.01 warhead.n.01 superintendent.n.02 slowly.r.01,Oh boy do I love it when my computer loads super slowly  #notreally
1,0,0.31372549,0.68627451, rabies.n.01 vaccination.n.02 love.v.01 stroke.n.01 front-runner.n.01,"More rabies vaccinations... eh yayyyy. I love shots,  they're my favorite!  "
1,0.298507463,0.597014925,0.104477612, worry.n.02 know.v.04 worship.n.02 guess.v.02 put_option.n.02 tag.v.03 thanks.n.02 anyhow.r.01,"Don't worry, we all know you worship Obummer RT RockDots: cspanwj Guess I should've put the  tag in there? But thanks anyway..."
1,0.457142857,0,0.542857143, guess.v.02 put_option.n.02 tag.v.03 thanks.n.02 anyhow.r.01,cspanwj Guess I should've put the  tag in there? But thanks anyway Steve.
1,0.651041667,0.260416667,0.088541667, love.v.01 syndicate.n.01 in_concert.r.01 nothing.n.01 groan.v.01 wrong.n.02 take.v.27 tactile_property.n.01 great.n.01,Love it when my family are together and do nothing but moan at me for doing everything wrong makes me feel great!!! 
1,0,0,1, yea.r.01 spirit.n.02 nice.n.01,CourtCordova Yeah that doesn't look at all nice... 
1,0,0.285714286,0.714285714, mess.v.02 front-runner.n.01,Messing up is my favorite. 
1,0.758928571,0,0.241071429, yea.r.01 ultimately.r.01 inside.s.02 regretful.a.01,"connydftba YEAH Finally. (but there's a sup10 inside, it's bad  ^^)"
1,0,0.243902439,0.756097561, yay.n.01 magic_trick.n.01 traffic_circle.n.01 yay.n.01,Yay its Hemel and the Magic Roundabout! Yay! 
1,0,0,1, serve.v.09 well.v.01 liverpool.n.01 attack.v.05 attack.v.05 attack.v.05,Yoss3r but he done very well at Liverpool #excitingfootball #attack #attack #attack 
1,0,0,1, mosul.n.01,ArabCrunch 2/2 #Mosul #raq -  
1,0.535031847,0.267515924,0.197452229, care.n.04 muslim.n.01 suffer.v.11 directorate_for_inter-services_intelligence.n.01 law.n.06,but  who cares? Only muslims are suffering  under #ISIS' law -  
1,0,0,1, syria.n.01,#Syria #DeirEzzor #Raqqa #Manbej
1,0.209677419,0.524193548,0.266129032, nice.n.01 buddy.n.01 lend.v.01 binding.n.05 breakfast.v.02,It was nice of my brother to bring me back some McDonalds breakfast 
1,0,0,1, touch.v.07 hair.n.06,dibajiea becoz coordi noona didnt touch d hair. Lolx 
1,0.677966102,0,0.322033898, evolution.n.02 science.n.01 liar.n.01,Evolution is the science of the liars.
1,0,0.513812155,0.486187845, station.v.01 supporter.n.01 happy.s.04 founder.n.02 sidereal_day.n.01 bc.r.01 ever.r.03 impregnate.v.01 bc.r.01 great.n.01 one.n.02 wordsmith.n.01,"Just sent this to a friend, ""Happy Father's day...not bc you've ever impregnated me but bc we had such great ones."" #wordsmith "
1,0.3125,0.15625,0.53125, yay.n.01 flight.v.02 delay.n.02 flight.v.02 feel.v.01 american.n.03 airline.n.02 past.s.02 trey.n.02 sidereal_day.n.01 great.n.01,"Yay, it's a flight delay! My flight experience with American Airlines the past three days has just been great.  #justgetmetoHaiti"
1,0.289473684,0.578947368,0.131578947, obviously.r.01 helpful.a.01 course.n.01 ironic.s.02,WashedUp42 JulesGails79 Apparently it was a helpful class...  #ironic
1,0,0,1, know.v.04 leeds.n.01,D'you know what Leeds could do with a few more of? 
1,0,0.3,0.7, shopping.n.02 kernel.n.03,Shopping centres.
1,0,5.75,-4.75, tactile_property.n.01 like.n.02 tweet.v.01 surely.r.01 valet.n.01,I feel like I should tweet something... But I'm not sure what. #thestruggle #man  #ohwell #ThisIsGood
1,0,0.666666667,0.333333333, love.v.01 monday.n.01,JurmhelTorres: I love Mondays. 
1,0,0.571428571,0.428571429, love.v.01 monday.n.01,I love Mondays. 
1,0,0.545454545,0.454545455, ohio.n.01 forget.v.04 dinner.n.02 eat.v.04,"Oh no! I forgot to Instagram my dinner, and I've eaten it all up!"
1,0,0.697674419,0.302325581, classy.s.01 topographic_point.n.01,San Antonio is a classy place..... #Ibiza
1,0.215139442,0.573705179,0.211155378, belly_laugh.n.02 realize.v.06 business.n.04 electronic_mail.n.01 report.n.03 must.n.01 confirm.v.04 spam.n.02,Wow didn't realise my business email had a PayPal account! Must confirm it now..  #SPAM
1,0,0.837370242,0.162629758, very_well.r.02 arabian.n.02 long.r.01 western.n.02 kid.n.02 obviously.r.01 very_well.r.02,"Outhalf it's ok, they're Arab.  just as long as they're not western kids it's apparently ok"
1,0,0.73605948,0.26394052, eighty-two.s.01 cheery.s.01 today.r.02 well.r.11 put_option.n.02 sunscreen.n.01 receive.v.02 beach.v.01 towel.v.01 dad.n.01,82 and sunny today. Better put on your sunscreen and get out the beach towels. - Dad.  #NYC
1,0.250803859,0.501607717,0.247588424, valet.n.01 chit.n.01 chew_the_fat.v.01 meet.v.11 top.v.07 softball.n.02 player.n.05 uranium.n.01 today.r.02 belly_laugh.n.02 respect.v.02,This man is chit chatting me about how I will meet the top softball players in the US today. #wow #socool #honored 
1,0.514285714,0.205714286,0.28, extremist.n.01 any.s.01 religion.n.02 idol.n.01 stupid.n.01 produce.v.02 dispute.n.01,Extremists (in whatever religion)=Ppl who belive God is a stupid as He created the differences 
1,0.515759312,0.257879656,0.226361032, extremism.n.01 tactile_property.n.01 empower.v.01 killing.n.02 idol.n.01 regretful.a.01 fellow.n.06 show.v.12 mandate.n.01 idol.n.01 touch.n.04,"Extremism:every1 feels""authorized""to Kill ""by God""(whateverName ofGod)...Sorry dude,Show Me the Authorization with God's signature! "
1,0.311111111,0,0.688888889, happen.v.04 radio.n.03 broadband.a.02 plan.v.03,KadyLio Telstra wouldn't happen under Tony's wireless broadband plan!  #auspol
1,0.629032258,0.10483871,0.266129032, look.v.03 forward.n.02 observation.n.02 wrath.n.02 volt.n.01,Looking forward to watching #ira v #nig should be a belter 
1,0,0,1, school.v.03 tomorrow.r.01 stimulate.v.01 miss.n.03 schoolmate.n.01,School tomorrow :) OMG IM SO EXCITED . I MISS MY CLASSMATES 
1,0.466666667,0.388888889,0.144444444, belly_laugh.n.02 fantastic.s.05 sidereal_day.n.01,Wow wat a fantastic day #iHate15June 
1,0,0,1, patronize.v.02 time.v.05 life_sentence.n.01,"Shopping, and having the time of my life. "
1,0,0,1, sarcasm.n.01 way.r.01 talk.n.03,Sarcasm is only way to talk with each other...!! 
1,0,0,1, attitude.n.04 artwork.n.01," isn't an #attitude , it's an #art!"
1,0.203125,0.203125,0.59375, happy.s.04 founder.n.02 sidereal_day.n.01 sting.v.02 thanks.n.02,"Happy Father's Day you prick, thanks for being there for me "
1,0,0.666666667,0.333333333, love.v.01 laptop.n.01 wholly.r.01 dysprosium.n.01,Just love it when my laptop completely dies 
1,0.616438356,0.102739726,0.280821918, never.r.02 thinker.n.01 testify.v.02 roll_up.v.02 people.n.03 research.v.01 stuff.v.06 target.v.01 poverty.n.01 induce.v.02 drug.v.01 trouble.n.01,Jon_Dog  never mind that all the evidence collected by people who research this stuff point towards poverty causing drug problems
1,0,0.421052632,0.578947368, person.n.01 take.v.39 seriously.r.01,#ThatAwkwardMoment when someone takes your  seriously!
1,0.5,0,0.5, time.v.05 write.v.10 revue.n.01 very.r.01 surely.r.01 suppose.v.01,"So it's time to write a review, but I'm really not sure what to say... #funtimes "
1,0.272727273,0.272727273,0.454545455, support.v.09 very.r.01 madrid.n.01,Im supporting real madrid :D 
1,0.267515924,0.445859873,0.286624204, tied.s.05 large.a.01 juke.n.02 dapper.s.01 startle.n.01 sleeping.n.03 correctly.r.01,CanditoTraining you'll be an even bigger fake natty if you start sleeping correctly 
1,0.232142857,0.232142857,0.535714286, drug.v.01 test.v.07 traverse.v.03 people.n.03 payment.n.01 surely.r.01 clear.v.19 trouble.n.01,Drug tests and then denying people payment will surely solve that problem. 
1,0,0.705882353,0.294117647, wow.v.01 global_positioning_system.n.01 fantastic.s.02,wow gps your wonderful 
1,0.291666667,0.291666667,0.416666667, yea.r.01 very.r.01 party.v.01,_Megancfc yeah this is a real party 
1,0,0.595238095,0.404761905, two.n.01 well.r.11 have.v.02 pierce.v.05 park.n.02 eye.n.05 hired_hand.n.01,"gaiawebb my two best features are my piercing green eyes and my hands, duh "
1,0.203389831,0,0.796610169, nice.n.01 well.v.01 serve.v.09 top.v.07 course.n.01 service.v.01,"BetfairHelpdesk nice! Well done Betfair, top class service again! "
1,0,0.305555556,0.694444444, lie_down.v.01 seam.n.03 listening.n.01 magnetize.v.02 album.n.02 district_attorney.n.01 newfangled.s.01,Lying in ma bed listening to Spellbound album das new. 
1,0.594339623,0.198113208,0.20754717, front-runner.n.01 way.r.01 startle.n.01 good_morning.n.01 fully.r.01 anxiety.n.02 nausea.n.02,My favorite way to start a morning... full of anxiety and nausea. 
1,0,0.625,0.375, beautiful.s.02 sidereal_day.n.01 one-half.n.01 marathon.n.03,What a beautiful day for the half marathon! 
1,0.138888889,0.277777778,0.583333333, trust.v.06 large.a.01 word.n.07,Trust? big word  ^_____________^ 
1,0.535714286,0.357142857,0.107142857, unplayful.a.01,MonicaYianniMYP  or #serious ?
1,0,0.54,0.46, cosine.n.01 solution.n.02 know.v.04 walk.v.10 water_system.n.02 right.s.08 sunday.n.01 shine.v.02 rear.n.02,PrincessMattie1 yeh cos Obama has all the answers. You know he walks on water right? And the sun shines out his backside.   #auspol
1,0,0.70212766,0.29787234, well.r.01 acting.s.01 suck.v.02 dick.n.01,Krystal is so good at acting she can suck my dick now 
1,0,0.666666667,0.333333333, obviously.r.01 founder.n.02 sidereal_day.n.01,Apparently it's Father's Day #ohdear  #sorrynotsorry
1,0.439655172,0.293103448,0.267241379, blair.n.01 never.r.02 visit.v.01 hail.v.02 well.r.01 like.n.02 another.s.01 cash.v.01 overawe.v.01,BarsAndMelody GotTalent Blair syco SimonCowell Never saw that coming  not that good like another cowell cash cow
1,0.14075067,0.703753351,0.155495979, wake.n.04 first_gear.n.01 thing.n.12 visit.v.01 understand.v.03 good_morning.n.01 much.r.04 cheery.s.01,"this is what I wake up to at 430am. the first thing I see and read this morning.  ""450 cal isn't very much.""  SO CHEERY, NO?? "
1,0.615384615,0,0.384615385, hear.v.04 boastfully.r.01 buddy.n.01 world.n.06 need.v.03,"Heard about a big brother app, just what the world needs,  ."
1,0.410958904,0.308219178,0.280821918, very.r.01 thought.n.03 receive.v.02 tantalum.n.01 receive.v.02 awkward.s.06,Calum5SOS really? I thought it was gotta get out? That's awkward 
1,0.14921466,0.547120419,0.303664921, sociable.n.01 network.v.01 web_site.n.01 take.v.27 realize.v.06 love.v.01 dad.n.01 much.r.04,Its Only The Social Networking Sites That Made Me Realise That I Love My Dad So Much #HappyFathersDay 
1,0,0.363636364,0.636363636, tired.a.01 yay.n.01,I'm tired yay 
1,0,0.592592593,0.407407407, pakistan.n.01 buy.v.01 wholly.r.01 road.n.02 give.v.43 indicator.n.04,In Pakistan you can buy a whole road just by giving an indicator! #JustPakistaniThings 
1,0,0,1, tactical.a.01 flair.n.01,TonyBarretTimes no1confused Woy is a tactical genius 
1,0.642857143,0.214285714,0.142857143, look.v.02 hate.n.01,Onision  Subscibe to Onision! because he's they Youtuber that all the others appear to hate.
1,0.279069767,0.139534884,0.581395349, need.v.03 anchor.v.02 pizza.n.01 slit.v.01 chest.n.02 otherwise.s.01 three-toed_sloth.n.01 pop_music.n.01 punk_rocker.n.01 enough.n.01,matthew_mystery they need anchors and pizza slices on their chest otherwise they ain't pop punk enough. 
1,0.480769231,0,0.519230769, obviously.r.01 twenty-two.s.01 year.n.03 old.s.07 child.n.04 need.v.03 become.v.02 adult.n.01 thanks.n.02 dad.n.01 irritate.v.03,"Apparently I'm a 22 year old child, who needs to become an adult.... Thanks dad #fatherlyadvice  #ouch #irritated"
1,0.264367816,0.396551724,0.33908046, ten.s.01 o'clock.r.01 already.r.01 controversy.n.01 today.r.02 sound.v.02 perplex.v.01 sidereal_day.n.01,It's 10 o'clock and I've already had an argument with my mum.. Today is going to be such an amazing day 
1,0.734219269,0.129568106,0.136212625, witness.v.02 hemoglobin.n.01 pencil.v.01 still.v.04 promise.n.02 liveliness.n.02,I found my HB pencil! There's still hope in life! 
1,0.266666667,0.266666667,0.466666667, funny_story.n.01 people.n.03 think.v.13 sodium.n.01 one.n.02 celebrate.v.02 founder.n.02 sidereal_day.n.01 irritate.v.03 ass.n.02 yank.v.01,Funny. How some people think na they're the only ones who celebrates father's day.  #irritated #ass #jerks
1,0,0,1, ohio.n.01 overlord.n.01,Oh my lord.
1,0,0,1, nice.n.01,Nice tatts loyd.
1,0.609375,0.234375,0.15625, ohio.n.01 eleven.s.01 english.n.04 player.n.05 never.r.02 meet.v.11 suffer.v.11 eleven.s.01 italian.n.01 player.n.05 never.r.02 meet.v.11 plot.n.01 care.n.04 lupus_erythematosus.n.01,Oh no! 11 English players I've never met lost to 11 Italian players I've never met at a game I couldn't care less about D: 
1,0.463709677,0.278225806,0.258064516, cover_girl.n.01 chirpy.a.01 british.n.01 employee.n.01 receive.v.02 swing.v.12 thing.n.12 revert.v.01 united_kingdom.n.01,Lovely to have a chirpy British #bordercontrol employee to get me in the swing of things for returning to the UK. 
1,0.270676692,0.406015038,0.323308271, yes.n.01 wolf.n.04 sheep.n.03 clothing.n.01 parody.n.01 hater.n.01,LRT Yes #oomf is a wolf in sheep's clothing. #mockery  #haters #vanorwadziwa
1,0.606394708,0.327453142,0.06615215, belly_laugh.n.02 love.v.01 fact.n.04 still.r.04 awake.a.01,Wow I love the fact that I'm still awake. 
1,0.194805195,0.487012987,0.318181818, possibly.r.01 omega.n.01 three.s.01 xanthophyll.n.01 need.v.03 overstate.v.01 methamphetamine.n.01,RD_Catherine daviddespain perhaps with omega 3 or lutein she wouldn't need the magnifying glass 
1,0,0.394736842,0.605263158, live.v.07 road.n.02 public_house.n.01 great.n.01 world.n.06 cup.v.02,Living down the road from a pub is great during the World Cup  #toomanylouddrunkpeople
1,0.111111111,0.555555556,0.333333333, well.v.01 tonight.r.01 matter_to.v.01,Well tonight was a interesting night.. 
1,0,0.580645161,0.419354839, welcome.n.02 phosphorus.n.01,hannahlululu you're welcome :p 
1,0,0.54,0.46, gladiolus.n.01 server.n.03 station.v.01 photograph.n.01 girlfriend.n.02 sparkler.n.02 immunoglobulin.n.01 take.v.27 wish.n.01 visit.v.07 golf_club.n.02 asap.r.01,"I'm so glad you ""Hosts"" post pics of girls with sparklers on your ig. Makes me want to visit your club asap. "
1,0.465116279,0.23255814,0.302325581, ohio.n.01 england.n.01 suffer.v.11 very.r.01,"Oh England lost? No, really?   #EnglandvsItaly "
1,0.894409938,0,0.105590062, drop_the_ball.v.01 mismatched.s.02 drop_the_ball.v.01,why are boobs uneven ughh ?!  #boobs
1,0.363636364,0,0.636363636, look.v.02 safe.n.02,xo__PinkKisses  that seems safe 
1,0,0.84375,0.15625, condom.n.01 lucky.s.01,MumbaiyaChori #Groupon #condoms  lucky you :)
1,0.354166667,0.177083333,0.46875, feel.v.01 fly.v.13 airport.n.01 england.n.01 volt.n.01 italy.n.01,Everyone should experience flying out of the Manaus airport at 4am after England v Italy #worldcup 
1,0.303797468,0,0.696202532, utilitarian.s.01 perfective.n.01 master.v.04 normal.s.04 sidereal_day.n.01 sidereal_day.n.01 natural_process.n.01,"Spotify is not useful at all, it isn't perfect, and it doesn't control my normal day to day activities."
1,0.489795918,0.367346939,0.142857143, people.n.03 shut.a.01 sleep_together.v.01 lady.n.03 doddering.s.01,"Can people shut the fuck up! It's #JustinForMMVA ! Not Miley, not Selena, not Lady Gaga!  #lovethem"
1,0,0.75,0.25, story.n.02 life_sentence.n.01 lonely.s.04 following.n.01 cute.s.02,nickmastodon Story of my life! Lol jk I'm lonely and I have no followers. #SadTweet  #Cute
1,0.478359909,0.334851936,0.186788155, united.a.01 yoke.v.02 blind.n.03 surprised.a.01 visit.v.01 hail.v.02,"United ""linked"" with Daley Blind. I'm so surprised, didn't see that coming at all."
1,0,0.6875,0.3125, well.r.11 awkward.s.06 moment.n.06 syndicate.n.01,The best awkward moments are had with family 
1,0.461538462,0,0.538461538, thanks.n.02 answer.v.01 textbook.n.01,Thanks for replying to me text 
1,0,0.8125,0.1875, subsequently.r.01 wholly.r.01,GfGAngie I'm in later...and for the whole day..lovely!! 
1,0.626086957,0,0.373913043, another.s.01 shoot.v.18 guanine.n.01 gladiolus.n.01 paul.n.02 binding.n.05,Another shoot out at the G 2-1. I am so glad paul roos is back! #AFLDonsDees 
1,0.357142857,0.238095238,0.404761905, nothing.n.01 repair.v.01 thing.n.12 intensely.r.01 memory.n.05 wish.v.05 forget.v.04,Nothing fixes a thing so Intensely in memory as the wish to forget it. 
1,0.391304348,0.391304348,0.217391304, ohio.n.01 sweetly.r.01 stool.v.04 still.r.04 sound.v.02,"MBLatest deesnutttz oh this is so sweet that this ""bf"" crap is still going on!  #SoSweet  -___-"
1,0.307692308,0.41025641,0.282051282, phone_number.n.01 quote.v.01 natural.s.04 whole.n.02 theory.n.03,BadAstronomer All numbers should be quoted in natural units! #theory 
1,0.5,0,0.5, guess.v.02,Who woulda guessed?!?! 
1,0.324324324,0.324324324,0.351351351, yay.n.01 california.n.01 sleep.n.03 fantastic.s.05,Yay I can't sleep that's fantastic 
1,0.4375,0.2625,0.3, regretful.a.01 conform.v.01 society.n.01 conventionality.n.03 conservative.n.02 white.n.09 middle.n.04 aged.s.05 american.n.03 think.v.13,Sorry I don't conform to societies conventions or conservative white middle aged Americans think I should be or be about 
1,0,0,1, receive.v.02 electronic_mail.n.01 twenty.s.01 condom.n.01 ultimately.r.01 receive.v.02 condom.n.01 rebate.n.01,I get an email from #Groupon for 20% off on #condoms! Wohooo i finally get condoms with somw discount! 
1,0.46875,0.28125,0.25, very.r.01 hate.n.01 uranium.n.01,SwitLovingJonas  really?  Hahaha hate u
1,0.777777778,0,0.222222222, need.v.03 sleep.n.03 insomnia.n.01,Who needs sleep? Lol  #insomnia
1,0.608108108,0,0.391891892, nozzle.n.01 throbbing.n.02 pain.n.04 yay.n.01,And now my nose is throbbing in pain. Yay for me!!! 
1,0.417344173,0.357723577,0.224932249, sleep_together.v.01 socialist.n.01 put_option.n.02 trade_name.n.01 newfangled.s.01 road.n.02 goal.n.01 tug.v.02 way.r.01 neutralize.v.04 tax.v.04 dollar.n.04,So those fucking socialists put a brand new road at the end of my drive way...waste of tax dollars... 
1,0.348314607,0.174157303,0.47752809, california.n.01 sleep.n.03 three.s.01 ante_meridiem.s.01 person.n.01 strike.v.04 read/write_head.n.01 frying.n.01 pan.v.03 stall.v.02 hours.n.01,"Can't sleep at 3 A.M. ..wonderful, can someone hit me in he head with a frying pan so I'll conk out for a few hours?  #pleasedont"
1,0.247787611,0.371681416,0.380530973, good_morning.n.01 ewe.n.02 leave.v.11 uranium.n.01 suffer.v.11 joy.n.02,WiltshireWalker Morning WW.Is ewe leaving us to suffer the delights  of the footy?
1,0,0.631578947,0.368421053, sarah.n.01 well.r.03 funny_story.n.01 killing.n.03,Sarah Silverman is easily just as funny as kurt cobaine killing himself 
1,0.051948052,0.623376623,0.324675325, ohio.n.01 sleep_together.v.01 people.v.02 much.r.05,Oh I just love people so much. 
1,0.529411765,0.176470588,0.294117647, yay.n.01 repair.v.01 rate.v.01,Yay....Twincest....just what the doctor ordered...  #BlackLagoon
1,0,0,1, love.v.01 listening.n.01 guy.v.02 argue.v.03 two.n.01 hours.n.01,I love listening to you guys argue for two hours. 
1,0.209302326,0.523255814,0.26744186, love.v.01 stir.n.01 lawsuit.n.01 worry.n.02,I just love to stir up an cause trouble 
1,0,0.513157895,0.486842105, well.v.01 well.r.01 news_program.n.01 computer.n.01 sodomize.v.02,"Well the good news is, my computer is buggered.  #NotGoodNewsAtAll"
1,0,0,1, keep.v.01 tonight.r.01,S/O to jillleszynski for holding it in tonight #ohwait 
1,0,0,1, lady.n.03,I'm such a lady 
1,0.411764706,0.274509804,0.31372549, far.s.04 know.v.04 use.v.01 speak.v.05 kashmiri.n.01 wear.n.03 adenosine_monophosphate.n.01 hood.n.02 never.r.02 tell.v.03 indian.n.02,"hpat67 As far as I know my grand-dad, he used to speak kashmiri , wear a pheran &amp; sozan cap, + he never told me ""I am Indian"" | "
1,0.185483871,0.556451613,0.258064516, love.v.01 waking.s.01 violent.s.03 doorway.n.01 ram.v.01 visit.v.03 neighbor.v.01 doorway.n.01 kick_back.v.02,"I love waking up to violent door poundings, 911 calls and my neighbor having had their door kicked in. #GettingGreatSleepTonight "
1,0,0,1, know.v.04,AlyIsAmazing8 WHAT? I DIDNT KNOW! 
1,0.271186441,0.406779661,0.322033898, right.s.08 freedom.n.01 lecture.n.02,Fanfiction is my right to freedom of speech 
1,0.09375,0.65625,0.25, amazing.s.02 night.n.06 insert.n.01,What an awesome night #insert 
1,0.536585366,0.134146341,0.329268293, like.n.02 hate.n.01 israel.n.02 guess.v.02,HakveAdalet3 like the Kemalists hate Israel i guess huh.. .  AbuYahya_Somal
1,0.08,0.64,0.28, fear.n.03 nice.n.01 word.n.07 bud.n.02 pull_the_leg_of.v.01,huntzki fakeGAINER Gatekeeper1812 Awe. Nice words bud!! (I WAS just kidding...lol)  #itrunsinfamily
1,0,0,1, hour_angle.n.02 ask.v.07,buttongod_ks TheCavaliers Ha! That's why I asked! 
1,0.472727273,0.393939394,0.133333333, tied.s.05 loser.n.03 belly_laugh.n.02 generous.s.03,realDonaldTrump SaliWho even the losers. Wow. You are so generous. 
1,0.421875,0.421875,0.15625, belly_laugh.n.02 charmer.n.02,hhforsenate wow. You're a charmer.   ZaidJilani
1,0,0,1, like.n.02 give.v.43 fluorine.n.01,"She's like she doesn't give a f#k.. and i was hmmH, are you a virginnnn? "
1,0.417582418,0.313186813,0.269230769, open_fire.v.01 still.r.04 speculate.v.04 yea.r.01 well.r.01 visit.v.03 one.s.06,So TheDrewMcIntyre was fired but HeathSlaterOMRB still had a job? Yeah...good call on that one WWE  
1,0,0.583333333,0.416666667, okay.r.01 receive.v.02 home_plate.n.01 workplace.n.01 california.n.01 wait.v.04 sound.v.02 binding.n.05 nine.s.01 hours.n.01,Okay it's 2am and I just got home from work... Can't wait to go back in 9 hours 
1,0,0,1, mean.v.07 black.n.07 white.n.09,curtis_kularski you mean everything isn't black or white? 
1,0.626785714,0.192857143,0.180357143, homosexual.n.01 valet.n.01 use.v.01 word.n.07 fagot.n.02 regardless.r.01 reason.v.01 very.r.01 disappoint.v.01 greatly.r.01 great.n.01 way.r.01 honor.n.04 sex.n.04,"Gay Men who use the word ""Faggot"", REGARDLESS of the reason; REALLY disappoint me greatly! Great way to honour your sexuality! "
1,0.267857143,0.446428571,0.285714286, two.n.01 rate.v.02 roentgen.n.01 movie.n.01 lupus_erythematosus.n.01 workweek.n.01 seventeen.s.01,2 rated R movies in less than a week and I'm not 17!
1,0,0,1, rebel.v.01,#Rebel #Badass 
1,0,0.386363636,0.613636364, seriously.r.01 sidereal_day.n.01 sound.v.02 well.v.01 california.n.01 tied.s.05 treat.v.01,Seriously this day has been going so well for me I can't even handle it. 
1,0,0,1, retain.v.02 hearing.n.05 football.n.01 workweek.n.01 visit.v.01 soccer.n.01,"I keep hearing there is football on all week,  but all I see is soccer. #worldcup  #stupidamerican"
1,0,0,1, stimulate.v.01 sixteen.s.01 hour.n.03 sidereal_day.n.01 tomorrow.r.01,Suuuuuper excited for my 16 hour day tomorrow... 
1,0,0,1, soundbox.n.01 ultimately.r.01 leave_office.v.01 nice.n.01,"My body finally quit on me, how nice... "
1,0,0,1, overlord.n.01 hart.n.03 hart.n.03,Smurf lord is hart hart #LeagueOfLegends 
1,0.138888889,0.555555556,0.305555556, love.v.01 happen.v.04,I love when this happens 
1,0.511363636,0.102272727,0.386363636, roentgen.n.01 sound.v.02 criminal.n.01 swallow.v.08 food.n.02,atomiktiger dammit yhey R going to outlaw swallowing food 
1,0.303797468,0.379746835,0.316455696, promise.n.02 red.s.01 puffy.s.02 eyes.n.01 travel.v.01 outfit.n.02 tomorrow.r.01 nox.n.01,I hope red puffy eyes go with my outfit tomorrow  #night
1,0,0,1, nice.n.01 logic.n.05,supportstyles94 PeaceGirl9017 nice logic 
1,0,0.588235294,0.411764706, nude.n.04 lawsuit.n.01 dame.n.01 love.v.01,clearlyitsme or a nude... Cause chicks love that. 
1,0,0,1, jesus.n.01 jesus.n.01 think.v.13 tied.s.05 worse.r.01 tailor.v.01 terminus.n.03 hard.s.10 understand.v.03,jesus christ i think dukat (sp?) is even worse than whatsisface the tailor in terms of being hard to understand  #inplication #etc
1,0,0.75,0.25, yay.n.01 front-runner.n.01 vacation.v.01 tweet.v.01,Yay it's my favorite holiday!  tweet #FathersDay
1,0.571428571,0,0.428571429, sleep_together.v.01 people.v.02,I LOVE PEOPLE. 
1,0,0,1, girlfriend.n.02 suppose.v.01 give.v.43 two.n.01 stool.v.04 chirrup.n.01 mean.v.07,My girlfriend just said she doesn't give two shits about my twitter...does this mean I can do #wcw now?  #shereallydoescare
1,0.5,0.416666667,0.083333333, insomnia.n.01 well.r.11,Insomnia is the best lol 
1,0.114942529,0.689655172,0.195402299, love.v.01 adolescent.s.02 girlfriend.n.02,I love being a teenage girl:-)) 
1,0,0.867052023,0.132947977, love.v.01 rule.v.04 photograph.n.01 photograph.n.01 idol.n.01 damn.s.01 healthy.s.04,"Love to find pics of me! (not my pic) God damn, I'm so ""healthy"" #deathbydiabetes  #restinpeacediet #goodbyediet #itissogoodthoug..."
1,0.456730769,0.274038462,0.269230769, one.s.06 regretful.a.01 wag.n.01 ever.r.03 visit.v.01 receive.v.02 visit.v.01 live.v.07,One of the worst ufc cards ive ever seen and I got to see it live!!! 
1,0.607476636,0.121495327,0.271028037, hawaii.n.01 spirit.n.02 reasonably.r.01 insult.n.02 intelligence.n.02 insert.n.01 diss.v.01 intelligence.n.02,"Hey, hi. I'm here to look pretty and insult your intelligence. [insert something insulting to your intelligence and hairflip here] "
1,0,0,1, california.n.01 wait.v.04 sweat.n.03 musket_ball.n.01 fully.r.01 pad.n.07 next.r.01 four-spot.n.01 sidereal_day.n.01,Can't wait to sweat my balls off in full pads for the next four days #camplife 
1,0.158730159,0.555555556,0.285714286, dead.s.13 happy.s.04 workplace.n.01 morning.n.01 two.n.01 hours.n.01 sleep.n.03 spiffing.s.01,"Dead happy to be at work this morn! 2 hours sleep, spiffing! "
1,0.65,0.216666667,0.133333333, idle.s.07 recovery.n.03 very_well.r.02,PaulReverePress dougmyers2112 no no we are having a jobless recovery everything is fine 
1,0.375,0.375,0.25, love.v.01 neglect.v.04 thanks.n.02,I just love being ignored!  #thanks
1,0.409836066,0.409836066,0.180327869, ohio.n.01 belly_laugh.n.02 proud.a.01 accomplishment.n.01,"imokman netraKL oh wow, what a proud achievement! "
1,0,0,1, people.n.03 snap.v.06 hour_angle.n.02 hour_angle.n.02 hour_angle.n.02,Some people crack me up ha.    Ha.   Ha!!  atitsbest #whatajoke
1,0,0.649350649,0.350649351, tell.v.03 wholly.r.01 world.n.06 yang.n.01,Tell the whole world yang awak tu kena ngurat. 
1,0.164383562,0.328767123,0.506849315, nice.n.01 another.s.01 very_well.r.02 working.s.03 groove.n.01,Nice #WorldCup app #Uverse another fine working channel from Uverse 
